id,task1,task2,task3,task4,task5
ANS17961,0.0,1,0.0,0,1.0
ANS17962,0.0,0,2169.2799891170826,0,1.0
ANS17963,1.0,2,3334.5485431773704,0,1.0
ANS17964,0.0,1,0.0,3,1.0
ANS17965,0.0,3,51912.15271572999,2,1.0
ANS17966,1.0,0,3787.805872577496,2,1.0
ANS17967,0.0,0,0.0,3,1.0
ANS17968,0.0,2,106.01947487851479,0,1.0
ANS17969,0.0,3,0.0,0,1.0
ANS17970,0.0,3,1255.4402794144369,0,1.0
ANS17971,0.0,0,3193.266547019778,1,1.0
ANS17972,0.0,3,66946.93415306328,4,1.0
ANS17973,0.0,2,0.0,3,1.0
ANS17974,1.0,1,0.0,0,1.0
ANS17975,0.0,0,1726.9902348996452,4,1.0
ANS17976,0.0,1,642.6600508189372,0,1.0
ANS17977,1.0,2,0.0,0,1.0
ANS17978,0.0,3,0.0,0,1.0
ANS17979,0.0,1,45864.393084580646,3,1.0
ANS17980,1.0,0,1304.6865233074923,2,1.0
ANS17981,0.0,0,0.0,0,1.0
ANS17982,0.0,0,0.0,2,1.0
ANS17983,0.0,0,3832.1344467056265,0,1.0
ANS17984,1.0,1,2829.4100122854393,3,1.0
ANS17985,0.0,0,0.0,2,1.0
ANS17986,1.0,3,4027.365500571879,3,1.0
ANS17987,1.0,1,0.0,2,1.0
ANS17988,0.0,0,35596.986808896596,2,1.0
ANS17989,0.0,0,0.0,3,1.0
ANS17990,1.0,0,0.0,0,1.0
ANS17991,1.0,1,1045.5194587152228,0,1.0
ANS17992,1.0,2,0.0,3,1.0
ANS17993,0.0,0,1818.6303667385246,3,1.0
ANS17994,1.0,0,2728.388333598291,3,1.0
ANS17995,0.0,1,138596.15772880754,3,1.0
ANS17996,0.0,0,6099.275717055478,4,1.0
ANS17997,0.0,0,46939.791988160236,3,1.0
ANS17998,0.0,1,0.0,0,1.0
ANS17999,0.0,2,53943.80467575021,2,1.0
ANS18000,0.0,3,382.68190725280806,2,1.0
ANS18001,0.0,2,0.0,0,1.0
ANS18002,1.0,1,0.0,2,1.0
ANS18003,0.0,0,0.0,2,1.0
ANS18004,1.0,3,2092.675766993869,2,1.0
ANS18005,1.0,2,0.0,3,1.0
ANS18006,0.0,1,0.0,4,1.0
ANS18007,0.0,3,0.0,0,1.0
ANS18008,0.0,0,493.00523766376347,3,1.0
ANS18009,0.0,0,0.0,0,1.0
ANS18010,1.0,2,167543.9509304144,3,1.0
ANS18011,0.0,2,1304.3696584379015,2,1.0
ANS18012,0.0,2,1959.3153159626002,3,1.0
ANS18013,1.0,3,0.0,4,1.0
ANS18014,0.0,3,1005.8013610446517,0,1.0
ANS18015,1.0,2,0.0,1,1.0
ANS18016,1.0,0,0.0,4,1.0
ANS18017,1.0,2,874.6130575791757,2,1.0
ANS18018,0.0,0,51717.90016619352,0,1.0
ANS18019,1.0,2,42846.451988267996,3,1.0
ANS18020,0.0,0,0.0,2,1.0
ANS18021,1.0,0,28751.512849353658,0,1.0
ANS18022,1.0,3,0.0,2,1.0
ANS18023,0.0,0,955.9986264416657,0,1.0
ANS18024,1.0,0,0.0,2,1.0
ANS18025,0.0,3,0.0,2,1.0
ANS18026,0.0,0,0.0,3,1.0
ANS18027,0.0,0,1672.3607394869364,3,1.0
ANS18028,1.0,0,11241.499501500104,2,1.0
ANS18029,1.0,1,1492.883648292023,1,1.0
ANS18030,1.0,1,0.0,4,1.0
ANS18031,0.0,1,102453.22206824814,1,1.0
ANS18032,1.0,2,0.0,3,1.0
ANS18033,1.0,2,403.29731502705204,2,1.0
ANS18034,0.0,1,5899.721183247739,2,1.0
ANS18035,0.0,1,4225.7466005745855,0,1.0
ANS18036,0.0,1,0.0,3,1.0
ANS18037,0.0,3,0.0,2,1.0
ANS18038,0.0,3,3107.0592310672782,0,1.0
ANS18039,0.0,1,3925.8048537041714,2,1.0
ANS18040,0.0,0,0.0,2,1.0
ANS18041,0.0,3,10.294153172135745,4,1.0
ANS18042,0.0,0,0.0,2,1.0
ANS18043,0.0,2,0.0,3,1.0
ANS18044,1.0,2,2813.868490690864,3,1.0
ANS18045,1.0,0,0.0,3,1.0
ANS18046,0.0,0,7453.118862601701,2,1.0
ANS18047,0.0,0,63522.54824174296,4,1.0
ANS18048,1.0,0,46910.2108362873,2,1.0
ANS18049,0.0,2,0.0,3,1.0
ANS18050,1.0,1,1937.950145003398,1,1.0
ANS18051,0.0,2,0.0,4,1.0
ANS18052,0.0,3,112642.55786123319,2,1.0
ANS18053,0.0,3,24478.65139275215,1,1.0
ANS18054,1.0,0,0.0,2,1.0
ANS18055,0.0,1,0.0,2,1.0
ANS18056,0.0,0,0.0,0,1.0
ANS18057,0.0,1,25515.057920064333,0,1.0
ANS18058,0.0,2,28514.158689638018,4,1.0
ANS18059,1.0,3,3734.9970010928323,0,1.0
ANS18060,0.0,2,3093.053019935627,0,1.0
ANS18061,0.0,1,0.0,0,1.0
ANS18062,0.0,0,0.0,3,1.0
ANS18063,1.0,0,0.0,2,1.0
ANS18064,1.0,3,0.0,0,1.0
ANS18065,0.0,1,52155.65897279157,2,1.0
ANS18066,1.0,0,807.8233057271264,2,1.0
ANS18067,0.0,0,4705.475488513151,0,1.0
ANS18068,0.0,1,0.0,2,1.0
ANS18069,1.0,0,386.14631636657293,2,1.0
ANS18070,1.0,0,182.84959481305162,3,1.0
ANS18071,0.0,2,0.0,3,1.0
ANS18072,1.0,1,0.0,0,1.0
ANS18073,1.0,0,1334.0416102900747,2,1.0
ANS18074,0.0,0,2778.3719892441504,3,1.0
ANS18075,0.0,0,31788.304802800034,4,1.0
ANS18076,0.0,2,0.0,2,1.0
ANS18077,1.0,1,0.0,0,1.0
ANS18078,1.0,1,3180.9771444930343,2,1.0
ANS18079,1.0,3,0.0,3,1.0
ANS18080,0.0,0,0.0,0,1.0
ANS18081,0.0,0,0.0,1,1.0
ANS18082,0.0,0,2036.873792745388,2,1.0
ANS18083,1.0,2,1527.2042333566455,0,1.0
ANS18084,1.0,0,52901.57808285912,3,1.0
ANS18085,0.0,1,1133.326006024452,0,1.0
ANS18086,0.0,0,5805.779687203418,3,1.0
ANS18087,0.0,1,51587.01488633394,2,1.0
ANS18088,1.0,1,1854.2734072161102,3,1.0
ANS18089,1.0,0,0.0,2,1.0
ANS18090,0.0,0,28760.425903793745,2,1.0
ANS18091,1.0,1,3094.115461108842,2,1.0
ANS18092,0.0,1,33634.68058801152,0,1.0
ANS18093,0.0,0,1808.144567475932,2,1.0
ANS18094,1.0,0,0.0,3,1.0
ANS18095,0.0,3,0.0,3,1.0
ANS18096,1.0,1,55617.88686198712,4,1.0
ANS18097,0.0,3,85897.92798675364,3,1.0
ANS18098,1.0,1,3319.7293454681103,2,1.0
ANS18099,0.0,0,0.0,0,1.0
ANS18100,0.0,1,0.0,4,1.0
ANS18101,0.0,0,2356.583195189204,2,1.0
ANS18102,1.0,1,0.0,0,1.0
ANS18103,0.0,1,2532.3454210542714,2,1.0
ANS18104,1.0,2,0.0,2,1.0
ANS18105,1.0,0,2691.985078394412,3,1.0
ANS18106,1.0,3,0.0,0,1.0
ANS18107,0.0,0,0.0,3,1.0
ANS18108,0.0,0,2274.5306292652144,0,1.0
ANS18109,0.0,0,0.0,3,1.0
ANS18110,0.0,0,49284.9892704362,4,1.0
ANS18111,1.0,0,99333.05140965007,2,1.0
ANS18112,0.0,0,1262.2056890517072,0,1.0
ANS18113,0.0,1,1503.7390579788196,2,1.0
ANS18114,1.0,1,43566.2169500354,0,1.0
ANS18115,1.0,2,0.0,2,1.0
ANS18116,1.0,2,4400.41281386431,2,1.0
ANS18117,1.0,2,2286.8194176279053,0,1.0
ANS18118,1.0,1,109045.03937923831,0,1.0
ANS18119,0.0,0,1327.4462542021731,2,1.0
ANS18120,0.0,0,0.0,0,1.0
ANS18121,1.0,3,0.0,0,1.0
ANS18122,1.0,0,2180.312746399035,3,1.0
ANS18123,0.0,0,0.0,0,1.0
ANS18124,0.0,1,0.0,4,1.0
ANS18125,0.0,0,0.0,2,1.0
ANS18126,1.0,3,0.0,3,1.0
ANS18127,0.0,0,4519.914493688906,3,1.0
ANS18128,0.0,0,0.0,1,1.0
ANS18129,1.0,1,2569.779588513205,3,1.0
ANS18130,0.0,0,0.0,3,1.0
ANS18131,0.0,0,1595.4358223948598,3,1.0
ANS18132,0.0,2,0.0,4,1.0
ANS18133,1.0,1,0.0,0,1.0
ANS18134,0.0,3,0.0,4,1.0
ANS18135,0.0,3,0.0,0,1.0
ANS18136,1.0,1,47387.426367676206,0,1.0
ANS18137,1.0,3,0.0,3,1.0
ANS18138,0.0,3,0.0,2,1.0
ANS18139,0.0,2,0.0,3,1.0
ANS18140,0.0,0,117422.46312933287,2,1.0
ANS18141,0.0,1,0.0,0,1.0
ANS18142,1.0,3,0.0,1,1.0
ANS18143,1.0,1,0.0,4,1.0
ANS18144,0.0,0,0.0,2,1.0
ANS18145,0.0,2,220.2544617661999,4,1.0
ANS18146,1.0,3,0.0,3,1.0
ANS18147,0.0,2,0.0,0,1.0
ANS18148,1.0,0,198.33916200613623,3,1.0
ANS18149,1.0,3,0.0,2,1.0
ANS18150,0.0,0,2407.6939786112853,0,1.0
ANS18151,0.0,0,0.0,2,1.0
ANS18152,1.0,0,0.0,4,1.0
ANS18153,1.0,3,0.0,2,1.0
ANS18154,1.0,3,0.0,2,1.0
ANS18155,1.0,3,0.0,1,1.0
ANS18156,0.0,2,2920.7653235624102,4,1.0
ANS18157,0.0,0,0.0,0,1.0
ANS18158,0.0,2,69606.53416108122,0,1.0
ANS18159,0.0,0,0.0,0,1.0
ANS18160,0.0,2,899.5074956566307,0,1.0
ANS18161,0.0,0,0.0,2,1.0
ANS18162,0.0,0,0.0,2,1.0
ANS18163,0.0,1,0.0,3,1.0
ANS18164,0.0,0,0.0,2,1.0
ANS18165,0.0,2,0.0,2,1.0
ANS18166,1.0,0,35480.461671492034,2,1.0
ANS18167,0.0,2,4098.41166991547,2,1.0
ANS18168,0.0,0,0.0,2,1.0
ANS18169,1.0,0,3914.134419513821,2,1.0
ANS18170,1.0,1,1978.8237251849557,3,1.0
ANS18171,1.0,0,0.0,1,1.0
ANS18172,0.0,0,0.0,1,1.0
ANS18173,0.0,3,1351.5465845668964,2,1.0
ANS18174,0.0,0,0.0,0,1.0
ANS18175,0.0,1,0.0,2,1.0
ANS18176,1.0,1,0.0,0,1.0
ANS18177,1.0,1,0.0,1,1.0
ANS18178,1.0,2,1368.448902871052,1,1.0
ANS18179,1.0,2,2100.6587181856457,3,1.0
ANS18180,1.0,2,0.0,4,1.0
ANS18181,0.0,0,0.0,2,1.0
ANS18182,0.0,2,3095.139881648856,4,1.0
ANS18183,1.0,3,153428.89492007028,0,1.0
ANS18184,0.0,1,1536.490525620102,0,1.0
ANS18185,1.0,0,0.0,1,1.0
ANS18186,0.0,2,0.0,0,1.0
ANS18187,0.0,1,3083.092705851738,3,1.0
ANS18188,1.0,3,69853.05113182848,4,1.0
ANS18189,0.0,0,5191.911991837755,4,1.0
ANS18190,0.0,0,129.9246370722126,3,1.0
ANS18191,0.0,0,2922.6718515040993,3,1.0
ANS18192,1.0,0,0.0,3,1.0
ANS18193,1.0,3,1497.7682911274933,2,1.0
ANS18194,0.0,2,0.0,2,1.0
ANS18195,0.0,1,1272.800520143076,2,1.0
ANS18196,1.0,0,0.0,2,1.0
ANS18197,1.0,1,0.0,3,1.0
ANS18198,0.0,1,0.0,2,1.0
ANS18199,0.0,2,37678.66073465754,4,1.0
ANS18200,0.0,0,2290.858281624815,2,1.0
ANS18201,0.0,2,0.0,0,1.0
ANS18202,1.0,0,0.0,0,1.0
ANS18203,0.0,2,86481.36578767574,3,1.0
ANS18204,0.0,0,2074.980474632888,2,1.0
ANS18205,0.0,0,0.0,3,1.0
ANS18206,1.0,0,0.0,2,1.0
ANS18207,1.0,0,0.0,4,1.0
ANS18208,0.0,2,2050.0765702067674,0,1.0
ANS18209,1.0,1,0.0,2,1.0
ANS18210,1.0,3,0.0,0,1.0
ANS18211,0.0,3,0.0,3,1.0
ANS18212,0.0,0,0.0,3,1.0
ANS18213,1.0,0,0.0,4,1.0
ANS18214,1.0,1,0.0,1,1.0
ANS18215,0.0,3,0.0,2,1.0
ANS18216,0.0,0,937.0398559985272,3,1.0
ANS18217,0.0,0,121012.81738109337,2,1.0
ANS18218,1.0,1,2047.8009807505646,2,1.0
ANS18219,1.0,1,62828.896757079005,3,1.0
ANS18220,1.0,2,0.0,4,1.0
ANS18221,0.0,3,0.0,2,1.0
ANS18222,0.0,0,0.0,0,1.0
ANS18223,0.0,0,0.0,0,1.0
ANS18224,1.0,2,0.0,3,1.0
ANS18225,1.0,0,4240.707647913006,2,1.0
ANS18226,1.0,1,0.0,3,1.0
ANS18227,1.0,1,0.0,2,1.0
ANS18228,1.0,2,2597.5529180454105,0,1.0
ANS18229,1.0,0,0.0,4,1.0
ANS18230,1.0,1,0.0,0,1.0
ANS18231,1.0,0,0.0,2,1.0
ANS18232,1.0,3,0.0,2,1.0
ANS18233,0.0,1,0.0,2,1.0
ANS18234,1.0,1,95039.65008285039,3,1.0
ANS18235,0.0,1,70790.33695777235,3,1.0
ANS18236,0.0,1,3429.017965471516,3,1.0
ANS18237,0.0,3,350.3674769614196,2,1.0
ANS18238,1.0,3,182016.025228788,0,1.0
ANS18239,1.0,3,0.0,2,1.0
ANS18240,1.0,2,3416.7242824839373,0,1.0
ANS18241,1.0,2,35459.21792118088,3,1.0
ANS18242,1.0,2,3089.3019810997885,2,1.0
ANS18243,1.0,0,0.0,0,1.0
ANS18244,0.0,0,0.0,2,1.0
ANS18245,1.0,3,5037.766801404157,0,1.0
ANS18246,0.0,3,184.07917573712416,3,1.0
ANS18247,1.0,3,0.0,2,1.0
ANS18248,0.0,0,0.0,3,1.0
ANS18249,1.0,2,3359.263990326344,3,1.0
ANS18250,0.0,1,0.0,4,1.0
ANS18251,0.0,2,1870.0802937425428,2,1.0
ANS18252,1.0,2,8108.484992623791,0,1.0
ANS18253,0.0,3,2006.7638298610482,0,1.0
ANS18254,1.0,0,0.0,0,1.0
ANS18255,0.0,2,4248.85847214985,1,1.0
ANS18256,0.0,1,3715.2395689897257,0,1.0
ANS18257,1.0,3,93282.4066840304,0,1.0
ANS18258,0.0,0,0.0,3,1.0
ANS18259,0.0,2,4982.9593872286305,3,1.0
ANS18260,0.0,3,0.0,0,1.0
ANS18261,1.0,1,1980.010756166497,2,1.0
ANS18262,0.0,0,3071.9802562736536,3,1.0
ANS18263,1.0,0,32064.53058577807,3,1.0
ANS18264,0.0,3,3227.8572964689606,0,1.0
ANS18265,1.0,1,0.0,2,1.0
ANS18266,0.0,0,0.0,2,1.0
ANS18267,0.0,0,0.0,3,1.0
ANS18268,1.0,0,1564.763263871136,3,1.0
ANS18269,0.0,0,42166.43721054563,0,1.0
ANS18270,0.0,0,1796.2762701091297,2,1.0
ANS18271,1.0,3,23660.955926524308,4,1.0
ANS18272,1.0,0,0.0,3,1.0
ANS18273,0.0,2,0.0,0,1.0
ANS18274,0.0,0,0.0,0,1.0
ANS18275,0.0,1,0.0,3,1.0
ANS18276,0.0,0,0.0,0,1.0
ANS18277,0.0,1,1142.039485798808,0,1.0
ANS18278,1.0,0,2805.3836216647614,3,1.0
ANS18279,0.0,1,0.0,3,1.0
ANS18280,0.0,2,22645.49800918433,0,1.0
ANS18281,0.0,0,0.0,4,1.0
ANS18282,0.0,0,0.0,0,1.0
ANS18283,0.0,0,931.6512082219024,0,1.0
ANS18284,0.0,3,61105.08119099056,3,1.0
ANS18285,1.0,1,0.0,3,1.0
ANS18286,1.0,2,3282.5381572696274,3,1.0
ANS18287,0.0,2,0.0,2,1.0
ANS18288,0.0,0,403.72996082639173,2,1.0
ANS18289,1.0,2,101860.09949842888,3,1.0
ANS18290,0.0,0,61142.03890305837,3,1.0
ANS18291,0.0,0,2344.5213169097333,3,1.0
ANS18292,1.0,3,1231.7326600148826,0,1.0
ANS18293,1.0,1,5222.3039923873275,3,1.0
ANS18294,1.0,1,5455.92629556614,2,1.0
ANS18295,1.0,0,0.0,1,1.0
ANS18296,1.0,0,0.0,0,1.0
ANS18297,0.0,3,66517.41769502705,4,1.0
ANS18298,1.0,2,17441.756894692575,2,1.0
ANS18299,1.0,1,153841.63858685768,3,1.0
ANS18300,0.0,2,1592.0253095363219,2,1.0
ANS18301,1.0,0,58633.93288325382,3,1.0
ANS18302,0.0,2,2268.4959598181163,2,1.0
ANS18303,0.0,0,366.3061294574367,0,1.0
ANS18304,0.0,3,0.0,3,1.0
ANS18305,1.0,0,4298.08518656935,0,1.0
ANS18306,0.0,1,6066.771997170887,2,1.0
ANS18307,0.0,3,3499.408638455857,3,1.0
ANS18308,1.0,2,684.0529899983694,3,1.0
ANS18309,0.0,2,0.0,2,1.0
ANS18310,1.0,0,0.0,2,1.0
ANS18311,1.0,0,0.0,0,1.0
ANS18312,0.0,0,1310.6490377135212,4,1.0
ANS18313,1.0,3,0.0,4,1.0
ANS18314,1.0,0,250.86638180906715,3,1.0
ANS18315,1.0,1,4397.467144928372,3,1.0
ANS18316,1.0,3,0.0,0,1.0
ANS18317,0.0,0,3070.6646885236487,3,1.0
ANS18318,0.0,3,0.0,3,1.0
ANS18319,1.0,3,2159.123809673603,1,1.0
ANS18320,0.0,0,1079.2844115926825,0,1.0
ANS18321,0.0,3,2355.560410332953,2,1.0
ANS18322,0.0,1,1658.9949758279301,3,1.0
ANS18323,0.0,1,0.0,4,1.0
ANS18324,1.0,2,922.239762944441,3,1.0
ANS18325,0.0,3,64006.91141235304,0,1.0
ANS18326,1.0,0,0.0,3,1.0
ANS18327,0.0,3,2339.3866332246425,3,1.0
ANS18328,0.0,2,0.0,2,1.0
ANS18329,1.0,3,0.0,0,1.0
ANS18330,0.0,2,0.0,2,1.0
ANS18331,1.0,1,0.0,2,1.0
ANS18332,0.0,1,3457.6940502396515,3,1.0
ANS18333,0.0,0,1112.7459395570268,2,1.0
ANS18334,1.0,0,1502.6610185421287,3,1.0
ANS18335,1.0,3,8193.527936550761,0,1.0
ANS18336,0.0,1,4689.277697831507,0,1.0
ANS18337,0.0,1,0.0,3,1.0
ANS18338,0.0,0,0.0,2,1.0
ANS18339,1.0,3,0.0,0,1.0
ANS18340,0.0,2,0.0,2,1.0
ANS18341,0.0,1,0.0,3,1.0
ANS18342,1.0,0,0.0,0,1.0
ANS18343,1.0,3,4155.909467311944,3,1.0
ANS18344,0.0,2,0.0,2,1.0
ANS18345,1.0,3,0.0,0,1.0
ANS18346,0.0,1,0.0,0,1.0
ANS18347,1.0,1,2370.3630780409144,3,1.0
ANS18348,0.0,0,0.0,2,1.0
ANS18349,1.0,1,1720.4865503563183,3,1.0
ANS18350,0.0,2,0.0,0,1.0
ANS18351,0.0,0,232358.70633378674,3,1.0
ANS18352,0.0,2,0.0,0,1.0
ANS18353,0.0,1,0.0,0,1.0
ANS18354,0.0,1,0.0,3,1.0
ANS18355,1.0,0,2240.007166485117,0,1.0
ANS18356,1.0,1,0.0,2,1.0
ANS18357,0.0,2,2133.3845326728506,2,1.0
ANS18358,1.0,3,4205.290869434015,0,1.0
ANS18359,1.0,1,486.46943011932535,2,1.0
ANS18360,0.0,0,7408.227434046185,1,1.0
ANS18361,0.0,1,1666.8657254451177,2,1.0
ANS18362,1.0,0,0.0,2,1.0
ANS18363,1.0,0,0.0,0,1.0
ANS18364,1.0,1,0.0,4,1.0
ANS18365,1.0,0,0.0,2,1.0
ANS18366,0.0,1,0.0,2,1.0
ANS18367,0.0,0,0.0,2,1.0
ANS18368,1.0,0,1535.572917521952,2,1.0
ANS18369,0.0,1,1002.8704245674478,2,1.0
ANS18370,1.0,2,0.0,4,1.0
ANS18371,0.0,1,0.0,2,1.0
ANS18372,1.0,0,2277.153638941005,3,1.0
ANS18373,1.0,0,0.0,2,1.0
ANS18374,1.0,1,2539.2161228328987,2,1.0
ANS18375,0.0,2,0.0,0,1.0
ANS18376,0.0,1,0.0,0,1.0
ANS18377,1.0,0,0.0,0,1.0
ANS18378,1.0,3,0.0,0,1.0
ANS18379,0.0,2,88682.56778250143,3,1.0
ANS18380,1.0,1,0.0,0,1.0
ANS18381,1.0,0,18951.46883665956,0,1.0
ANS18382,0.0,2,1832.0634771030657,0,1.0
ANS18383,0.0,0,58899.19396632921,2,1.0
ANS18384,0.0,1,1736.7073409301133,0,1.0
ANS18385,1.0,1,0.0,1,1.0
ANS18386,0.0,2,0.0,0,1.0
ANS18387,1.0,3,0.0,4,1.0
ANS18388,1.0,2,0.0,4,1.0
ANS18389,1.0,1,0.0,0,1.0
ANS18390,1.0,1,0.0,0,1.0
ANS18391,0.0,1,3237.932986624814,0,1.0
ANS18392,1.0,0,0.0,3,1.0
ANS18393,1.0,1,2912.081859219608,2,1.0
ANS18394,0.0,0,66449.44808114266,2,1.0
ANS18395,0.0,1,0.0,2,1.0
ANS18396,1.0,3,0.0,0,1.0
ANS18397,1.0,1,1543.0572485648645,0,1.0
ANS18398,0.0,0,1886.259417293718,2,1.0
ANS18399,0.0,1,2027.720271750504,2,1.0
ANS18400,1.0,0,0.0,2,1.0
ANS18401,1.0,0,0.0,2,1.0
ANS18402,0.0,1,0.0,2,1.0
ANS18403,1.0,0,2984.626777668514,1,1.0
ANS18404,1.0,0,0.0,1,1.0
ANS18405,0.0,3,0.0,0,1.0
ANS18406,0.0,1,0.0,1,1.0
ANS18407,1.0,3,0.0,2,1.0
ANS18408,1.0,3,98.00888549098369,0,1.0
ANS18409,1.0,2,1992.0229149039017,0,1.0
ANS18410,0.0,1,2551.9310412467858,3,1.0
ANS18411,1.0,2,0.0,0,1.0
ANS18412,0.0,1,0.0,3,1.0
ANS18413,1.0,0,0.0,3,1.0
ANS18414,1.0,1,0.0,2,1.0
ANS18415,1.0,1,0.0,4,1.0
ANS18416,0.0,0,0.0,0,1.0
ANS18417,1.0,0,0.0,2,1.0
ANS18418,1.0,1,0.0,2,1.0
ANS18419,0.0,0,437.60221743971636,0,1.0
ANS18420,0.0,2,36789.002453749665,3,1.0
ANS18421,1.0,0,5146.780424496528,0,1.0
ANS18422,0.0,0,0.0,2,1.0
ANS18423,0.0,2,34906.029166897024,3,1.0
ANS18424,0.0,2,66682.62189927202,3,1.0
ANS18425,1.0,1,42.84845769124724,3,1.0
ANS18426,0.0,2,21747.70415956974,3,1.0
ANS18427,1.0,1,2081.8081611374214,3,1.0
ANS18428,0.0,1,5412.18489142725,3,1.0
ANS18429,0.0,2,0.0,2,1.0
ANS18430,1.0,3,0.0,1,1.0
ANS18431,0.0,3,2518.4843101165256,3,1.0
ANS18432,1.0,1,2333.7621507401873,3,1.0
ANS18433,0.0,2,2101.853619311403,4,1.0
ANS18434,0.0,2,0.0,0,1.0
ANS18435,0.0,0,3212.371907298542,3,1.0
ANS18436,0.0,1,1567.8221394278848,4,1.0
ANS18437,0.0,0,23895.73678446456,1,1.0
ANS18438,1.0,0,1586.5980207462453,4,1.0
ANS18439,1.0,0,0.0,3,1.0
ANS18440,0.0,0,0.0,0,1.0
ANS18441,0.0,3,3243.912407018023,3,1.0
ANS18442,0.0,2,0.0,2,1.0
ANS18443,0.0,3,86830.86113764209,2,1.0
ANS18444,0.0,0,0.0,3,1.0
ANS18445,0.0,1,35346.48088231741,0,1.0
ANS18446,0.0,3,0.0,2,1.0
ANS18447,0.0,0,5949.075861867244,2,1.0
ANS18448,0.0,0,52009.974030355814,2,1.0
ANS18449,0.0,3,0.0,2,1.0
ANS18450,1.0,1,0.0,0,1.0
ANS18451,1.0,2,0.0,4,1.0
ANS18452,0.0,3,4153.995133085808,3,1.0
ANS18453,0.0,1,4577.325470821893,2,1.0
ANS18454,1.0,0,2520.362772818782,3,1.0
ANS18455,0.0,3,42850.783633741565,4,1.0
ANS18456,0.0,1,130084.67157176379,1,1.0
ANS18457,0.0,3,0.0,3,1.0
ANS18458,1.0,1,422.0708719522973,0,1.0
ANS18459,1.0,2,0.0,0,1.0
ANS18460,0.0,2,76535.82430466337,4,1.0
ANS18461,1.0,2,1561.6134848980623,0,1.0
ANS18462,1.0,3,0.0,0,1.0
ANS18463,0.0,2,1330.657933914275,0,1.0
ANS18464,1.0,0,1368.8276976408565,2,1.0
ANS18465,0.0,0,0.0,3,1.0
ANS18466,0.0,1,0.0,0,1.0
ANS18467,0.0,0,1679.8451662170146,1,1.0
ANS18468,1.0,2,0.0,0,1.0
ANS18469,0.0,0,0.0,3,1.0
ANS18470,0.0,0,0.0,2,1.0
ANS18471,0.0,3,0.0,2,1.0
ANS18472,1.0,1,0.0,4,1.0
ANS18473,0.0,1,1246.352936968257,4,1.0
ANS18474,1.0,1,2700.5560336043527,3,1.0
ANS18475,1.0,1,0.0,0,1.0
ANS18476,1.0,2,30329.124271831282,0,1.0
ANS18477,0.0,0,0.0,3,1.0
ANS18478,1.0,0,0.0,3,1.0
ANS18479,0.0,1,0.0,2,1.0
ANS18480,1.0,0,0.0,0,1.0
ANS18481,1.0,0,1653.8129056745688,0,1.0
ANS18482,1.0,2,2985.8542229252307,0,1.0
ANS18483,0.0,0,0.0,3,1.0
ANS18484,0.0,3,1977.4128681139423,0,1.0
ANS18485,0.0,0,0.0,0,1.0
ANS18486,0.0,0,0.0,1,1.0
ANS18487,1.0,1,0.0,3,1.0
ANS18488,0.0,3,79018.24795923827,4,1.0
ANS18489,0.0,2,0.0,2,1.0
ANS18490,1.0,1,0.0,4,1.0
ANS18491,0.0,1,0.0,0,1.0
ANS18492,0.0,3,47258.800840540745,4,1.0
ANS18493,0.0,1,82395.46302540744,0,1.0
ANS18494,0.0,1,0.0,0,1.0
ANS18495,0.0,0,0.0,2,1.0
ANS18496,1.0,1,0.0,0,1.0
ANS18497,0.0,0,70853.28600100173,0,1.0
ANS18498,1.0,3,19414.221978988575,3,1.0
ANS18499,0.0,0,2723.4926807072075,3,1.0
ANS18500,1.0,1,0.0,4,1.0
ANS18501,0.0,0,3569.7349909398836,2,1.0
ANS18502,0.0,1,3684.7866870764624,3,1.0
ANS18503,1.0,2,12266.925143686683,2,1.0
ANS18504,0.0,0,0.0,3,1.0
ANS18505,0.0,2,3505.32233039143,2,1.0
ANS18506,0.0,2,0.0,3,1.0
ANS18507,0.0,3,1568.8840137845086,3,1.0
ANS18508,1.0,0,0.0,3,1.0
ANS18509,0.0,3,0.0,2,1.0
ANS18510,0.0,0,1452.1042718836684,0,1.0
ANS18511,1.0,1,0.0,2,1.0
ANS18512,0.0,3,0.0,3,1.0
ANS18513,1.0,0,0.0,2,1.0
ANS18514,1.0,3,0.0,2,1.0
ANS18515,0.0,2,0.0,0,1.0
ANS18516,0.0,1,0.0,3,1.0
ANS18517,0.0,0,4826.3401225492435,0,1.0
ANS18518,0.0,0,4064.120983893768,3,1.0
ANS18519,0.0,0,3304.515706274864,2,1.0
ANS18520,1.0,1,0.0,0,1.0
ANS18521,0.0,1,0.0,2,1.0
ANS18522,1.0,0,0.0,1,1.0
ANS18523,0.0,0,3061.348807764919,3,1.0
ANS18524,1.0,0,157027.54038462607,0,1.0
ANS18525,1.0,0,0.0,3,1.0
ANS18526,1.0,0,2425.2304717021902,4,1.0
ANS18527,0.0,2,3309.386574612514,3,1.0
ANS18528,1.0,3,0.0,3,1.0
ANS18529,0.0,1,2355.7177329637916,0,1.0
ANS18530,0.0,2,2581.415805302385,2,1.0
ANS18531,0.0,3,0.0,4,1.0
ANS18532,1.0,3,0.0,0,1.0
ANS18533,1.0,1,0.0,3,1.0
ANS18534,0.0,1,0.0,2,1.0
ANS18535,0.0,0,0.0,0,1.0
ANS18536,0.0,1,1218.5624490517146,3,1.0
ANS18537,1.0,0,3788.5358268290456,0,1.0
ANS18538,0.0,0,71670.65196381272,2,1.0
